[(-13935461538125.29700308400983369409411723582871937215590666943294330148461078715138663461318865580746 + 1.194162342395399181478859207313691540534293169213487814515262396815768745420826840301842793489960443e-69j)  (-326195868880652.2682062807870810783669900532848130144125255156907945390129042145294363948123395213178 + 1.823459870251073509470282885887724253424308330364605213744000681540461409882014624937774530686687457e-64j)  (-201048100501833.1357512480347569506535428779907944003887351632702763131665359296918766162150889517245 + 1.128484416374244617502137562621645587305247704840564507688364910615835672282223823656348720126844508e-64j)]
[ (-7512500424.700496657710705133695041576592769226549694136182952533933053705716930070713516053589064963 + 6.43893697811034235525251431196175184778636720595540826131592427731328831077445174224609807589886487e-73j)  (-171232860516.8680363911790417096883599176110839352034853513083728500522716648697474589230669034433219 + 9.862916874363435539466187906813877076409787533012596090879654942620932207572775960318078954802579212e-68j)  (-103763691180.7293148487286934076930758164893553739765976414722186942575295559996058226932374647012755 + 6.103985952042452189862954645539895013331861700036276010135259090515276411240947313757268199344628787e-68j)]
[ (12649967856.15169401800004323648029646805798708542259672100447873759550448124038882386959519543942795 - 8.685622605318495655593130608470653502687642734871675423424151898233353325692519142516939429574961622e-73j)   (225790152940.3034309564367320398428109448910030007778274547213466638092731433605619210337930603916504 - 1.318289775202076232031838779242076766710225124656524358500820584007422448316440316737204162091523556e-67j)   (148589684833.0464756739509951052758567797054493530232567833174193177772063447019529629441460496943984 - 8.158108547157300298915566239862843062689133418144765170430825505942914667661976976905950660161210265e-68j)]
