[(-591371475153318.1812352956650710913459252496162584837530627494710692229801496603644876376808488490438 - 1.659229888633497588802460413988857895433973489364094890949933315960238691944807281032638947831800163e-68j)  (-14272825930968415.55968656691241146380850463760812180252086663550264577824299213896356700065475822426 - 3.892880019041609437455571168430961320439596814765301516327761130068429296437463702346872317712091368e-64j)  (-8706016808704371.627549759871988350136263475366327099751209959673184049720439651297228635884279969559 - 2.394469216285232817882787214829813451447651069613839439636536463253436716509812398031533292501688935e-64j)]
[ (569392591819972.7014088205209896160085031091365005394635860247781691064595154508315558342534725700521 + 5.421531837779848380146449560522236292080444525249811307815212789815872835342808191912218656557151722e-68j)   (55959847660705800.93401466917915181713811903334443051708925474567005957553981719548347908490253609599 + 1.266038115407065605255746800032410459200481004899735749505233060471793358723281525804886752448410026e-63j)   (27118977248114719.22700005553735996139461756283843095420515396414439677705024835885606867511380364482 + 7.784320591436404219805173439443769196105126848481183939864340653434169556948124054707102408987794475e-64j)]
[ (2417178112146015.682853204776278256354314499402909569994735743080113617924269181561379366014002617004 + 3.823291269882452102996348164292775893437881446893523300938301354157370518869794455544271241701665716e-68j)   (28058929395623619.60261909529389797477128715000701044207890033550771868797803902317384017225714596758 + 8.996801706139493990456158942914713190023012150581740179457373750141758688620912726894687235130126744e-64j)    (27713430596925746.94770996787848019712931894756263225171263555080509398186755693475096444142490845302 + 5.53604834469374150317778467356703523285590807411377887436478418779012208310358037247932174546278382e-64j)]
