Npts=26, Emin=0(0.000735), Emax=1175(0.4325475), step=47

k                                                                                                                                                                                                                                        E (rydbergs)
0.5626038992996835422828611182693646333759436198307140046291642008623742768325400571364394077085565485+0.4498182063036743778554600664406774376048460740664732441757169869729106307277151099918292349178279584j                           0.1141867287849534959963118009950193616966292679043782256073918639519637826172527164013546776119130389+0.5061389536848733929125780756833438272065537336588215416737823423301388846592631629174141965310511787j
0.5704440511259793791978389991479234350819562974274681306804325794153678598543601335308075298879433996-0.0000000000000003649393616534803300468902569714931148959992812396971822333438803097932387057584296094582704479504098j            0.3254064154650189758400316222223937139027034014755931858573921380886923520500007227564102799556954439-0.000000000000000416354975753880423893452402732956833538733914990120961395748589497991087752335559730273251491542569j
0.5823089748459236151147345409613788031644386252527733634784971399804846608370427934183183394957514595-0.2819727114645476954215686360512340762195579060407484974887866687476960199270046705260745119080782685j                           0.2595751321754414341658021345865763530801304514137309347276767934814740621459462699764511384563744836-0.3283904810948923626815845407880520199028000937911995223785965603918557570054193649180684149526394922j
0.586655514253743403908551608003709653519165318331643939751285036314454598788113827316941965284083906-0.5617401408184457152582724235693398075502052486024149443852350027338500812268797087890277314503277089j                            0.02861270659759690813953005663239833662719065670511126129632534872371700583448793741865591027871158569-0.6590959023776310144185619611646579600908510890441966702655388917837021669712021533807557926308015168j
0.5924148879718892056144877947168544320164054770518873417952835061874488402908690559981399710687924382-0.2055175498760214697524008807802021993976377909452268854522268378905978068939996918853491582075696509j                           0.3087179361837030653486259856961558258623611541548365967438760974470905941715463721355287574385344663-0.2435033125721208226035697331312479391732855066065300497858507229893325100369439973580756636438529754j
0.6354075895653714219459579511577822599846275595702075060765866625046208362312851045045797581845659404+0.3323494816775194979102469620744193179848910109569298397812461075742511791947829872690617002867909189j                           0.2932866269059596370812755099312137677803592734014245919735066658226414715307272710455035265923985375+0.4223547660920264774133237152220426243085521727443208594153094396858868139175727533089135503230758977j
0.6839036287818688449151524836171002647681630738919581832942778980331592815600568694461485720987261559+0.326960959920211315587464049067024664369096320370844228172311425716482880502505583321523086600746351j                            0.3608207041490622336255565090296793989287386100610786807825093461297235459084217519976190675750687885+0.4472195739188713946441694050948208846865612868190634000038465991374822033942347790654635420096267286j
0.7074262495866759407048600583956274326601682769218461220837058151402845122839138080843167152684608654+0.3936092136921864302013348481445650716914106072804725124110148595313192779873931219208225453586108612j                           0.3455236855008886400061840573532308847532304267021229707805818635224201828012959525879844522041226476+0.556898979690047885277988768715276627431987531446193167341333256206738176555899322312019744046608924j
0.7144189084214498567189447337761357265597653384746146822352825111861500171199241197687914010727778824-0.2054935398821444277375298133533053781300513198486499837298744474231107090850163056894034056263046485j                           0.4681667817768014744974215806454799322826891421004384104353824189327707944042639507310202663496711783-0.2936169409005225874050589684755612940292364423067928808880127582470981264990302617818666725921456082j
0.7610137291967948327198480737076887550734343673187322149903571505702220440806009476826249574051202049-0.00001395921516299117829818482892281814471211222994872182693953845021285713562095817410101629329128566279j                       0.5791418958311528920641709674552266605450906934602010831701952273730266361093645177022955238945993923-0.00002124630877569672160741345257200915804697620202493029814983936865825571078771589339124207895377956602j
0.7802189818696857300387693788388709045232726745227938011333074010810062180997694753408739004466122991+0.2498010237427855492115321660227766452608981121993595136314128415759128426182368692168738573115025617j                           0.546341108206825280241487210479132523952273896666740948415571824894348734280244720228740945531793576+0.3897990008292026660110467862926354633006512540940254654442685490710777606000191257270432460607349555j
0.8237576552750615542757835042310243758548225693556635170407896717180487785454626424735440656311586456-0.1704394991892242158943638359547867503791792529063226717533677588174060378355774017705291493359788182j                           0.6495270517403935847901959219781313346240893296992922095671339220187848374518488866882153172660517751-0.2808016844367421898226580728940802565974939877112987063888052907340463567407885362323574680577129668j
0.8523549198151563401146275223198670392814841293497210090621448400311757847639013474580872705555851147+0.2971403842941092027422095633585892297637714621491537420969943271587964316996857457538394722999834445j                           0.6382165013546506951979512153659710316395363300045225852109426736243075417947849484198327991275733408+0.5065381368577003796838612351160001483056234461925513828230248477234024034775345938801124447364904807j
0.8544262119183573515443136126607141838052966596186491826417676014770944193285681811300036053099365948-0.2691933077781254530138461866923809470740699658705887790666549893293300550924796947785820277813168875j                           0.6575791146606251287705660182601911261362023161694733688556345239150621015906108297807057114398925332-0.4600116364772724253717033929372788441258612702428888380341703414310851441646222502422231261105642863j
0.9504317911413366084701334773720471636909152274728786729089719517676231904545992953190888739940168381-0.2224932056811276445755938839193860170806233868698482540579751697496682915545082661092545537839756285j                           0.8538173630378647220888611344810444628796433787905675139988021203166057559373643369979299183414618973-0.4229292319845839144644230907200296998246247013650495989950610901914299676761488583561759842271503688j
0.9542833109772044976136034856136115846433112663261462922538337486797535648233385714599263020025863942+0.1774427244761911293191783412573779376290975253515664971145082080111315579801799473821187351444942349j                           0.8791707171400825075253013684427485853509405105401899975273498946489225906909165345415153484159838467+0.3386612612439110310125779384259527829779494286970352947220768070565069273707521869447343073052237738j
1.001867355205583563101058990736625153508502329775811063954575620292270773906980057094800374514487965-0.06142974239191421512882729391799740313368293085974857799620710874393030771684060365465203862103219272j                           0.9999645841762940038367422720379451723200829123981419061608360658965823046572948210409587207850540069-0.1230889070822948268386581594266043848734306666476472989629535976322633830659320291016140199231662904j
1.02795481873652799797891690030426206662065052894178775818837966649109942263885595124610574011950217+0.07832821347000750812971887724216593137029415014025937222057463486113887113528205113625397748895362817j                            1.050555800338245067133442510593816924423486142629248975321082565641268210673452803037661665488763454+0.1610357289590352774608971006416167593519394656987286444208679539201375202011196426738833708375640409j
1.18010292805328147298414154315275664849875788129409949639403611804019723879289236544069304416055646-1.169176096050298268295944803418611367016021296378503376564108922402177120389121112315623910971075245j                              0.02567017722451214663015902906688291963257084166730452889578169569094615046191294463622842990791029072-2.759496268717723292529564156397605439950176190934487787537823596542992919367255651183711895646510568j
3.809595592907013515251828293303059425602532305757238649849644994809414332869719450142777898501999874e+128+2410773956104900169261669401311731135046020819403.976881740514818593060601672387645543698122685994856j                        1.451301858149653984399825318906591517181285330114794452895627102848851267847968781387752082115838876e+257+1.836814767734446746964714389589986675473489849869508875685651388907388115477040267703326487415922646e+177j
complete
