Npts=36, Emin=0(0.000735), Emax=1190(0.43806), step=34

k                                                                                                                                                                                                                                 E (rydbergs)
0.2257955471734806220647437961795126648373305224333601400740091653822237642582926559626872472201563042+0.3813202628453494263470225866001064627584083618310971079329099090422536534854082462536894037168071469j                    -0.0944215137330748612508946479313911193484909504321774759172969815811031528989665556808149041582188148+0.1722008347950022530649300128590561490723478506519061875668572304956418279912266549570823631068243251j
0.2372786512427440707323152866342063058627013443392085045603485536006820553454451803113486362255624073+0.4739820135007080853580646999733679599215531093965277571924192348149174933656639510129032148545435005j                    -0.1683577907866096493553418607839940972948980122996426388086247397320753591226095226317034383333867337+0.2249316257535362508992310931567076052216501818542958365182408728603894792210191332612143055827134457j
0.2516393559975793982313937548298335968692380582139139565678954888357066218220262478148351276835598284-0.3329876783658281178133121995626951684021501370490507498762073040203994591439219766637768630716891965j                    -0.04755842845658769646972395921721497826711339404228158744869637089807557660927812158903877546925379703-0.1675856098782121788201151981208057420303428899158475214991443029364162598068786044024504634061261845j
0.2614857921454412555878178813583595359655048185073432326850433001474791600383531101205639523217077169+0.3892028873049539458558050549117141638051468407489942060035035965610709946560744632133195943019488825j                    -0.08310406799258377351637580791022432210513140845569958231725519035227116651425043289380570419862191559+0.2035420505844575693273335776356355995369923974902844290400693305630150140667765694547359607471192434j
0.2768441149337817893208031103853720411159055043416734261036841111764768227605273705730217775128878358-0.001179337350465698259879003280920939285585878966369514212731710831210898216197415181596033308371584051j                  0.07664127313688277768644960028835658879008778444205326919984990401576882088344428714960296550054787521-0.0006529852099960549269565184099533854795300049850492569042565918344054306492760066276481187314817932696j
0.2818098004763585436688647731104724031925346930414451859714147441482415133324469772341888971553673988+0.00000000000001995543249767755704108450705888343137118368978532477695758564845361567805509163914385792268711962549j       0.07941676364452501206614555760271767254229009283735763951190723149175930655553738783084286376233036948+0.00000000000001124727290117990715422526900626676348542862632037348085655547981315268239688647308837987216983086161j
0.3384234316774456707630383301995748032197140362421640577022885600155901907645015364762840684282726777+0.000000000000002160485838836791093039419718415705667378325823831013767648621455341474274729292729369257660963356553j      0.1145304191083387378903802762122172664914084950297603959953234447990765781176704651336026522930219893+0.000000000000001462318063339343338002952217830543556260323412492112836172003806998953146609727151817293524833081718j
0.3553013426505550742128321841349553194366034164112381484882550195412277206067448006371944234795325555+0.0000000000000007191179726905228883137297873098650347367915884802114162458958253990093301199089390576585484325077681j     0.1262390440892871462486796418714279281973737341719930250094114444624191579656994572239762794384476113+0.0000000000000005110071624421759579820977118812539436381670658642749242290403102350612164861074995699288456341579224j
0.3570924570818294716219715803392537259909340618823330246916730968748556372022979617487291969054863635-0.3111890889617485956391514494753960650743387445462537667067954468932463534159696691626866270593650775j                    0.0306763738158951415102822815148318629828435874691727594769602738033752661367994537442098642351134158-0.2222465527888136475146933455005932068708879917455263785720443576658647178427204000786745642607253494j
0.3598346894907557735293536607710837598991703532319066086520461405826203723438514164242789081001874229+0.0000000000000116868369754871263765203326406176476857844368006160527043950890324598133167548142570511059325760081j        0.1294810037609086235266200429049609506253254585498531550596252435730829302725307846067068025532907725+0.000000000000008410658708406986926431054980360191489740190332649730244107842100572301336317558002560715211503309108j
0.3602039609701287079688615549980279614721352614433324420172002178516224755935092656428320242946317763-0.247917959541649087148601638961815822931383015790668422859752359938093944147805965697968968757549258j                     0.06828357883527525192771205794957762431623378958167389822728153262630392990116563318311053025908333808-0.1786020620450682317874558803463997822916182675154417618960887301839550584335232042877729400279798464j
0.3820830434585399811565072748806879635649294814729151577139296633459341191033514204329835128786480511+0.3097784910629604041456846851963949208434632755155367125877782824659562144213319900190724620811475412j                    0.05002473857329591290317612762102502109723745194701117977385618453645950743878677396221250823405449878+0.2367222173266600785183882816239313688815903951755956859648143675306207806210424841096943208363259065j
0.3913165788391219088541593393890293165932321391024205089612713520088073947809934761573582627950954338+0.4565044233624089815077789514587871845690070819248164778952622276352266530960787424951704466120481383j                    -0.0552676236750908226183922249400237501838763977424557005194109885417320721071162379493710912491933852+0.3572754983502079992246425127836598332418966322869114536262300302885991228155386929639317480978534421j
0.392262912636210618061838234712212317879523584095044379209413376841490758355113475843392596676622307+0.3911863309606528084747512416681534917600047867659141124691535587987365307980628897952244431503509347j                     0.0008434470993860097515613843642868029138301614538675215960946393109098898482411031330087127692847560054+0.3068957791321966509422078592913535357164051869763126240791261420777557981195949155291140961957131178j
0.4006695387124224491342638503979656042154919437301338719666963209085853566776729947292168191211443865-0.3146909307650924700721218688969087500196308772198006108046354475804064729203380641565165356664001169j                    0.06150569734622516914710085609449747783169129751829124374309959104614038347883011028862167319530985677-0.2521741401332649402541682663614043880109481636498386970089629811449268700624044543471607431225074667j
0.4099114116534168752894967618845092767701407573109658164905667984787921247481708374767252356299507893-0.000000000000005045828236207130957191211029117771311175694434311145060195882402046052895528774227613596728192919093j      0.1680273654036969880692109151756498148077693750480871813495921407996498049834309062187398590127703554-0.000000000000004136685150528671316548012415830913665149253460518948804875995237802786633240667417364074622615008804j
0.4236358113995660857478551717875497928177786015360856715711461808728863687804003031330110290899624105-0.000000000000004350518340707198483245171394137467406225700606640446101310148420252260529843504372895181846182721985j      0.1794673007001687267274293912824612943692483135040217070579041292180271768898833766919012316986815474-0.000000000000003686070734548375854716334331424211759448298639496168321946172916175319784080937945532301679370582956j
0.428836923842372327790231246416655172463553579379437826175939867879297901050091868061072060214211867+0.3188069634118977967399826166601633937951259879596883268292652029787094423286535737033149824379866837j                     0.08226322733067350338962134063058733404325421482105615428276760145691118384258438441325824759751270781+0.2734323949781719932589380139827163093467344417097597990878299370918888513112589263871858616439533275j
0.4447678103675271777012081275270886416491788618247871705381074788922073154019465815589589075859810841+0.000000000000004088626589261886540979585558154139787034869475677069406215518988055360618355807618368167423172469895j      0.1978184051391246160183705728011464109486074509718575298482625068890064599257934698556487034373717158+0.000000000000003636978991032920368651006784644321398726584954438545590523346960802073691249146217846640533044210413j
0.4555795435904498618584691867142447953048259385163270507145724152403000703718085658653869922985582978+0.000000000000004847536758768326667299679712060025221501047564362486401300146890991554104890869073316921346366099083j      0.2075527205380826058084200848709013639159792761924975063494123845956842701886920782282297907449232355+0.000000000000004416877168195205831063422156087237333936469349041277640526133010029835670657499038752936450615114737j
0.4617615360073058665254879141151964689135677570417400502345718250270741229350559130421180214661273085-0.2527925094544356872893043754646051814233940519694657398346117871512159155146090237349846674357273042j                    0.1493196632995554759527768226693730463717738446187489391958319930103219138131151559620739411159963953-0.2334597149136432266172842270403357100514935034223190475314535433160307970902776395178564099857088899j
0.4644549298730177613374977463833339624190199902781055800088778100212098780858629958300922689026597255-0.01772711367402134303873070486826436217170475919770511886803106060710478609515392951673694936916339461j                   0.2154041313241381719984294772437259021444121458773623094815153201497521594739120277705137059030080105-0.0164668906766371942404155429209173633802255393086850394759352342200724795884282349239317549583948345j
0.4644549298730791684016728856998525856336671762640860952343761446956096835461417439955527015503152028+0.01772711367394147150952780691000653650850055771701535918752507755704538325466079338241924430143197987j                   0.2154041313241980454091548144749575637380807548273076559410775993446150245464721111679353655933012795+0.01646689067656517792944000902537684711270381485862234511337890267387485917397452363504102308007573276j
0.4736525916578390175531102371241353828577085573797162896730896239312692028126707102392988865351237728-0.3956318293813599184396250425893402542929272048582595674037366641424040564783817482836327368634792321j                    0.06782223316454610645804771012025887812437189811309334759011971730985634594079066574241144862963719935-0.3747840826576262128509012406468578575467819828059854866875693753182765533877822094287181691574961671j
0.4961803554883349729529258108918599997251907671449645107144925704221576256265521305774018852238733238-0.000000000000003791257718224242278340827550031146241015315786181474543369584055015255663537165065190600239139999151j      0.2461949451725304657158673000685330707298703235597992448325739066876224045882948834567806771188653036-0.000000000000003762295204752796477119534405843755146565923976805214625370660135516223972809192061673919316883827105j
0.5119948013882485689168073103828971003267777265847387992761131235001391607159519670408915616597829969+0.0000000000000006786734353834807939583651402483199578027054682544314389404751085499990339473687115264513414557327062j     0.2621386766485920987129280401351615473553942846654093330549742045653268167889209123743135800871153687+0.0000000000000006949545415132911956790497565977278406496690279050384670394639556896874747603799225741613041255905913j
0.5305256118721328220292926517524819046779818018156946725631554084160912557498065902281889697697100321+0.3242121135622392813423766316124632130959199338360644373732318420061147105258310053198496095764118933j                    0.1763439302718065781737653293601784821654256649485661191131630555702164770063794911418612421787190882+0.344005659847928813598965024582435264075218153891747942436650151517781820425744708720918819492559993j
0.5308469469475077283261740981731234902411199000387332323536708692865903925537734914063270270696773612+0.3712314185764277874421639865511617667549956529384530768356971418669791882630674930628047357114533165j                    0.1439857149452231505386820654295304994892770656030552146454892000346823477658430116946953438865428572+0.394134130324577993303728128589913366873128944597811862907100229744016167161348966242314530405019591j
0.5344601733068332305955794094399905272436112679403478824039458055748567439130475270006794526074626745+0.000000000000001985249695737438228973554731197577948847552458486236687681688076357477707203735407249575647545782044j      0.2856476768511702121066711598028491324581821939884577332610430483070722361887662135760527784152120035+0.000000000000002122073792882338352232057838320971460801986693598828405244719221401140372878619377792581218052145382j
0.5420343880608602158311993904275996510790331823774128044110359423458744457917958929618952614706038232+0.4248155768514593380315856161953190277707761403006428651389304249968937918318962013542619130456683882j                    0.1133330035048730487090116078679695009873733099904656304956953994404432343053028263466440716307580665+0.4605293024748041937849418420869494597826444623519380845463311760348233802578210220623245298524334601j
0.5425004298590735217949736254449952246014750063284604350105343257494855489576558400529857467069567721-0.000000000000002805175700592307575788041689603264663953214157981366145331863305132906945435697889050757832410361825j      0.2943067163972795499706353995365404644456270903008405975210668933758744772865829310477936652274814094-0.000000000000003043618046803109164652957562073868871096561665713729434669677891394812265250587270670694594825851017j
0.5446699529971845984099031774980406176703113140492566896613061261423160270799885951144114590245473741-0.000000000000003046709434866452567711433610701561268470376199029936547549579188556782707467566894760188553339979259j      0.2966653576979552796964996033216479629732065448769328570265029291926719213776979746119731202123134881-0.000000000000003318902169369579141489259720552836589083042399413136086785052105383842184553179830316824518231174869j
0.5699438293964243509519317782114587602515799185479042597508800619766529036201722451613069346849198713-0.0000000000000005763236477795870166389677212426694010077606741612047016791033554716661363519147075314881764755909272j     0.3248359686670604661379198512685633797895844682165338750717495676482835647315649890901327180096928288-0.0000000000000006569442135744278006223449896962606101481875881795738817054381934399378226811309149878179773408949248j
0.5799963226874674178266831943243302746180705863506861432795551655895177565266731667508566810908567417-0.2833290981362188110835330949164655294050048661950689955937166949529482925455904688063893892830435083j                    0.2561203564803017223728231895432606726926347354392994153166095435028703305399058012835935189994695383-0.3286596700587269778130625878230307806523038338060553278255759517792160783433570838767303726918468839j
0.5847843687586153006394844814388978971561857954903927451819687968292751959763757971781315143603449139-0.000000000000001378993163948826571978174669105024668903376885183167374123996738824455595607719982109851813468464695j      0.3419727579444121628546790310105410765369689419738858281003491906018185822761491101956384877703853545-0.000000000000001612827293804520489769392733141972034949894079042515023307847654572573833211133069745290737800768979j
0.5924178839196049181918963905013034810686812536572837048870783117381088930542167567803817841560968408-0.2055117224871769607157935757310670163162881891823774576105958806318253520271274573665401085036897948j                    0.3087238811081360510407365286526356271523285886742446945124985772997522481575994750962744561731178223-0.2434976395130529209178413551222605871761835504497409110827944249809131682208426568585600933686893313j
0.5944874565397549022712418787398275218746395000024766820393569023617723217332796201178223677440001604+0.000000000000001991361208221666049209560222836830145602429686551952586819205332524691301723988060579248770806368646j      0.3534153359831069737208537674272734506830626528550755990158329415899662205588024543273777587058182033+0.000000000000002367678519455263016013179551577102358432108285127383936010408619237770461532325535725050809420660172j
0.6094207134996934248424858162228919080671089169976805492402202740090001997061308998739131957476115714-0.000000000000002739825150267063318248460323185789702518665398122394946326183364903343267700025226101371797816583205j      0.3713936060424754157475327564531898862878255599833842566040931749206561962975352969782856760115038296-0.00000000000000333941239588031696125929962651844705341867548921823282663088888865441530270969501235293073355564129j
0.6117851397526753296533069239225775539341210279954851772107131679093219020130354417071585227931169053-0.000000000000001130394339290061428253621579392203700575120729062667751064189978688860983758030419391778848902582291j      0.3742810572222004839141585483907095260110514441120172623881683549154094078376499553396791720041575226-0.000000000000001383116917676406648332118931527895749759503370263447050185399560143598411544167037412666534661056479j
0.6364736811789526897476200248145860162387270552427640685733449365772935010249788384840530988076720033-0.5609965294307618128731178367261929205412098509102139094766529910260672435592174812675070602478114586j                    0.09038164080012751048837243448150886638003842368879372734999769519634601213009938119726388810407774202-0.7141190524308272871086024009479180617205189087592585686609077131799589835744635405727429619561132214j
0.6397126639930698293503173317604888211764443139696669850528449099882389372743845639018640680691464909+0.000000000000006353149932592596284100618683571243761033213592578867911691718759645795830933326444763819155251915176j      0.4092322924731102601434818063166194365039986973490564267272049708630812876068937174652977244919782923+0.000000000000008128380936252403564765241978385838510164379050695607653463577778495281735492943907742581489911235919j
0.6596890977611146013079716104576102640032221047686014571497298334442495482611154251270460552034290296+0.334638677346115118729333682326679872058955826196597823349617439234911131812038989436300092324439609j                     0.323206661328916077717677093029328303648473086151206263685198036621235238926874522620601725981640683+0.4415149742688628452462345683624088605460773006618781073830378456257320522433253659338073133128015967j
0.6852645545839182075539654986870505199302812717784056220078093689503391906493635164249676997211169739+0.318010174482621421710482992863036050571597474144373861470120179751143324598763414434210635130582622j                     0.3684570386946284956633760848286968810546074329963445409480720000738827497205887780296028077915449585+0.4358422011399753607341923266973420170443304643959451176507475097516019164819004323765060108223749358j
0.6914528972826042211973750731425859581623093238891272566409002042654647641709893254563358956176396195+0.3717817541482372469043671628074886347055319907780339091505337438675879711819172847399761873314873202j                    0.3398854364429673006361250826117011184207257631848325258415034218720688689211315379147808776185953577+0.5141391421252150098035710265551785007529287106322921278569895050587758537960403726672569939008199645j
0.7140468827025313943726066974026125934938315337318390996895329801256219012614987939845743906173193238-0.2074492579092806685189485597355848067667675937521771943343983473928752509977145496885645033111186006j                    0.4668277560900913798070650046454247036693932060187842181139519939911431150491184946816791555365246828-0.29625699185815063327880046691530760418347821183701079984360511218284788119838727726486134154323244j
0.805038503699117136940161746354343003863171009658911138705154622923949895067538638861640616726523192+0.2705011864127887824865010521090447724518829607385778661575072128257428226319908967943449184728507383j                     0.5749161005873871295460886907711641683460039093136579857683580185743927303237402724652373293592609546+0.4355277407171748729839025997828983039997676936380838942194859267387613033392966318323387016929813811j
0.8225912145823493163870350798445476050618049839145060528927600536089311965068316048658010582260890928-0.1705043612108031910921641851073689426634876798815898696226912436353141992737637445479298069624157947j                    0.6475845691161606107845946083239989700761593865524139683508441653287143035901314549677784090993866876-0.2805107791599644101353933242259944873588260610335964713506133483527092891127964934902909881646014839j
0.8434789883487677537031334812637880983093723408725522183746233456353564814550739038701301061707454367+0.2801453254439828561310976268776536054991556954985150830950636780338235140515659506976868354528885122j                    0.6329754004177456197550735573186585278410643015424399157602003955317371955799595824359726973548358434+0.4725933913922539320886780153810691890312801196273483916114212477883876654353047370086348799486337574j
0.8511021953705261075764707505957849115813962210101509143276412327378923066128718373340184202641585934-0.2759276201468997057054823762172187210421104770940922952814641486070870508312886371752089197528155888j                    0.6482388954045974196939624991870297065282720411410498972809237885008644179284431101226109865890964562-0.4696852065407818980733195846059612399716255636153049446879601113298523895196977155493405475283013038j
0.9006913600279105877970321379110189693147336585059564863858697673557352081644036813053668484812721946-1.425921460972090114433688082652200242371971956225270497674255438168487339907216905676228634589414893j                     -1.222007086831852660831266797151010567025560425649085959641277328349658960224186505114988374227048943-2.568630279951874146679936010444665262436556364057268106591861336895987359332384673199418249841384061j
0.9631283547381660362342751834855319532122958449445552978373890111123433828711674379470379243249936829+0.1874842259998044374463047616883062861986013482090359806962895070746583992081309600268982773466120465j                    0.8924658927019008492469609609015524864910610995860576282680876539561093336135687610447471271825618971+0.361142748253100280244564296637833136501638402923854423026259233462263259042587240542069992341147956j
1.019694994352203144435987597045235718228635500827887756824063647802865452470059420833118160855838015-0.06580825386982220805020018573563623426633535092986559231465666715299580332226330550362277406140108711j                    1.035447155229544633007554972592428030253412762319222618092633404498352202499081066280240924109825654-0.1342086941162334143232175219184954193321661563216130422935857811482084340857405112693260069350495804j
1.021746534053124020993203434131928912899939342612433907365240307209788826386250499180217759050417093-0.1926319548675315594357794096290588614792895865632388252889135703808742788700843576383777307884910152j                     1.006858909813485008992546197372178340407401881591896785655590292898202332236964489155138023445477786-0.3936420644675563680069343407782674716032547861868385589901544082792774957772328280870948772415634719j
1.151465065622132236981172011076986070247704098972952786611683523397545174934475606997120064146675518+0.05608197788991563998107399475980791098365736246998379644975611103880438155166397800898428340167052829j                    1.322726609104136312076622196611322302585489632627921443144933729158285054627945952708772737613222869+0.1291528767024613631886116242602640676794568486775694637857477905885439585371503471515025038358895014j
7.097905677463649206123246010031879000517925609580848480685943408665515749429004794304314896487956813-0.001033204625410504078629051908752245110993628019876561298484514667388070877980333820492530762637881353j                   50.38026393865890702411238220857068053602753964138342298376097572757871480802825558816287502533952809-0.01466717795336583971893449581600938963282254368466878430665249759341048959496776907065636615219093245j
955291006908450541074290357298229566417878660874562666673991085.836434602368021295020750177142894241+0.000000000000004010181328068505371952654344135281992181115442639436369007309970097708026778302301309360542133650532j        9.12580907880161299393488697897221240607397197762120833405002920288121955586639179385792650021521433e+125+7661780317552059861957810693367913645971605330585.232960643465611924949635214840835358753987014971776j
complete
