Npts=40, Emin=0(0.000735), Emax=1170(0.43071), step=30

k                                                                                                                                                                                                                                  E (rydbergs)
0.0812741803574454660248329303189429053464749127414522741018284264084949490315562083693672791390029611-0.3749487225556512002600925934819088830985251464993984422804577868646797344999761301004050434032538219j                     -0.1339810521533401247197842541268476162044751089490595041461906178881523505972341889854728886995299348-0.06094730020356355307295068394028949975432315770988791682111658916710157578243667597974301260788542874j
0.09740053472853382859356147811968727690101465420387510220932662852734893718935293111471504651252234934+0.3865825181467112749788476116522010330274264010342049402632199294538284897335759211464052905888302106j                    -0.1399591791712480278072345578409405391183406448619413520744146746609965541454924063548886777189135717+0.07530668796838562107904823547408449309616910640486624963579380277980585104882090980171517925909175729j
0.1493320360572791891157219309181251332021528902157869605834850536293052144328350512782855850476591999-0.377998698409823602414499918115583802508973590970918047046571840845432745348413570352582810919316033j                      -0.1205829590065082485472161392201280962239422833642694222055475841213626028930063997484204009897130586-0.1128946305210807597622496270758344665324645728860983925438968378359118898318488689154365219563861658j
0.1600986477013976392055626482479433383684417841473614944983244207894534436440651826213932828892612111+0.4950108857058035065000773207921142109017823998504934764628176231118570156608037823844603900421923007j                     -0.2194041999714278266920035260556694705929877239292239807017145477291111381694207236896801986940026687+0.1585011467979404961072465221770456177006794739833069077929970610157371619524322563560542856375306029j
0.1667044963456462474975861993420091039192048372129452180053080559274607976860412520318559285082499909-0.2852776688165946269051422880035709451557732172485783087990190147221056012523644270437784758047077203j                     -0.05359295922357506331026081738514179036735693467596318549397865913181757780838903194474790169410481129-0.09511414019746095887168976004729501173508066618482500788388030492594101108481246922061960621832911057j
0.1884663047761837965680591091632586117763240199296774302830440770395576534755393362393257143766883468+0.4511743312178447030155858553029968032697145706797690099888663595313378618596658148229588412670475625j                     -0.1680387291138800380071563207408636370164783310718335333593456494158968051480453241070256227824001171+0.1700623180289864306840936274754050516963701168265828091910572181631203634002294898149430259138884674j
0.204643830345931882777014995430590784655972457423924269286665422507806055101785350659074346434250359+0.00000000000002666519155008831891535162698197920389978472207610045494742399781103310988558941210173529234830211835j         0.04187909729865455094086763607531519829330903217259662123755997580145257702919805557854720217076846023+0.00000000000001091373387143610067726161172275011080833122678698366948623959280965024853807734234957880791279980948j
0.2537451594641852680673880975903939320378253840238707403758806895215570179759750729661058482312694065+0.00000000000001819068827956653063990561937352092406027003253919316096776434440769590272107480027186945087802268407j        0.06438660595150481051790199383545585851534272461733026515997894787986785305825069769000083653964470874+0.000000000000009231598196523790567364215917724426307334096454460452266331730817149172192920405650479910340344601853j
0.2545759015185344113594370771372527022312280018458576290716577424375861456246528458103021631891309793-0.3339089528653639313776828371984825610776612984904852002856551916643780910389155357631532365845263115j                     -0.04668629916966930038715412515017970443125590521944934527493107939875374236483981498677179587415649296-0.170010345401619673690126572154996588932502089476683176280701761155097916946982217748427647593568964j
0.2725132786510712645250263381180089976197116591621962861523042967656668994617008916026625584213266881+0.3892345538622800450095519122183899826380915572065690978016455306481314459819866728607235408402636793j                     -0.07724005087921177206521864222294861312983732571411822656995033680635774566559372184595977460112804463+0.2121431688745938575989793524389147790295943577489372827767965310354309236522204517456595684884984037j
0.2768441149338009541792925341911565723798349548351805613736294930738569716310553960728688549670572191-0.001179337350469026032451739925447817464650719789663395162108383898776954125891253245718853345793146706j                   0.07664127313689338119388929429273583973543187179779614517819433877630431295727728588290236821456690231-0.0006529852099979426791285848524103452640868590141518441154513642284990326181058508319573608320201426166j
0.3170019021874980432184416209176042320634162586280141986939799369859036409217983768743662949699308807+0.4889589568699320081549683123661295262755189416698383958357993736257193910899568858850703324938182605j                     -0.1385906555128399530754513764433533645809776434781904247296947867465928340024570566779183602955180606+0.3100018388387665216460942198855173295674959746241423163042933283538906685501717059060127993831693229j
0.3235308954145260528217040522911737491206687166425143812164396968662474121022580223410534999611880759-0.00201324708581266125354442892923352739818958473195641896029347806058347665636849617464554247352363881j                    0.1046681871238964617392529814404901148563137499097557230373192328302506372465090052244502297658754959-0.001302695264727310931055543966919236161192498141163266631990702637681266020639154289655733552977684879j
0.3235308954145889109157697591189804566167690166174946785722002034483958815064114132637579776198264805+0.0020132470858206965796390957313477933138355856853152458889297888031408604334596895533780947089990859j                     0.1046681871239371024559735553151782154736768175824704377122238060513416940030236318986377036138383247+0.001302695264732763381297650536351881402493844847989357091634512152970083142243488070588340150973305986j
0.3492714614622955583041272727783231923293127654845749674108208259480857669437145388976508327061466607-0.3183448216081745540879347678314353560502680131506310139017100559575078506848890513902787190029553083j                     0.02064712834726733085347050092417769405525209612361738447346786035094562748291042646903014587743296591-0.2223775221840817861757907081509203018942524222555658058363337595970000076585779214577908895639210739j
0.3541429214658327564284862830850210738609224100842712124063040764409225259507210063058682440668011091-0.000000000000002198451729721442850953357890389005776839194521304439202141635021200995436033635360480681604399916748j       0.1254172088243549873351314767572527473783960092170235597647405056073582291415190703770707031083400992-0.000000000000001557132236530330233404606087654073330248419441820666505540674604118159416930128778378683910299745064j
0.3563714586922553966335206312406038046503468069498814093605755340154484046538692061890124173033695157+0.4403155532126187369411477302301252186506707852973174259791923155781101332127979809355100245610728019j                     -0.0668771698304885880214830976555721636503882676991346421970730600780005084392988112256490267979360889+0.313831791966536682429889439940056694234244135425072058377941115184231616192350973916753735571350725j
0.3602030646328335079761808829688098432567991892369223562901809264456240702838276652131968061898553206-0.2479217827404745287768654834034385661908925367725958997885326161074466815868007174319556551285723438j                     0.06828103741367017960201176513795561976889568848173768492481550394511633332764017383235101160879310309-0.1786043718647089071094923822211875801677098077954423832728635152917037796678500986683899378125034383j
0.3709011670914799775448866320661061885978707088345681263161277138524981818690973101054296636793753298+0.000000000000007511509003406783096693553062014947818924043103162623210741643419895391840666762208686599852163180232j       0.1375676757498219498654330796672270079204146704777138270903789197011696095059104658305311297023236549+0.000000000000005572054911963471002478757908015676651980264783353204064174042339792760114353205413241238462824716612j
0.4028867294197914003865024014134810936106302916184208851782068186147830524232550293941158253931409529+0.01530373888931539214529722856789624241711570628482815732030906260995672318700459685001527347910805937j                    0.1620835123185838651919197562079033309589699697761302005899151186572641332110139978276170829447233124+0.01233134661802149874053235698406735503631907957114634694263978972182855933077601358656401101866167116j
0.4028867294198321701807795409516240719154880622062156925320165380476659824278055507676555841805740006-0.01530373888923996846591528889385364579283274965558977509382184137696486136312524446493666836866807251j                    0.1620835123186190249386612864268320637131571117961878394578383278249642390288811980964368860421749469-0.0123313466179619722020907344731036581937501853625937803152111305514271737106724541723218636482756526j
0.4171402678975903322503342539640689511519768170999635693304511692672905166344067375702701754388950782+0.0000000000000003889484332765154832570598963015538253112341081350756841302185552752877469904423307880538067112493861j      0.1740060031016734315087146876247492168119720486874116136411619841795580532087725467952025528796788202+0.0000000000000003244921073106274139367969821456745258711636800902681684731872921094256934869990483837881545616979137j
0.4177548401583543010804031209931682208620241264271001151118339141499144993637915157595144489165211982+0.3677071233110409690394738977848493303895221358230280742568179555645609716079124688388665271767997452j                     0.03931057794205106262936682536552522308326044775922016606102770232277541641353488449514921117835945063+0.3072228610477843895374717408270441414963276069861052897832987470873028262912206016765907844991140311j
0.435756831549089452185912734906087129795651270508226587263093635923567531554284517463091699648476851+0.04925765896405321302228869963461364756277077317564888348172880374985894899502964508953876727330223073j                     0.1874576992750825486905132550859335660519119979838892723778131767796158028302824675167962060275376716+0.0429287227994028639969858973004326764502331553687603671862639080103356610246307635492846016501444254j
0.4357568315561909946032284789205201996289537475250008203593549543181120540622405012226755279321182717-0.04925765896874983187483806754373179328046830674241544866106886984341056674705111424119350144513357517j                    0.1874576992808089510368575297340137937169822971823875810257429329479493042305611040780588073995910367-0.04292872280419564220643566314744853848362852263657952133268981400330687042337640572469953861275907156j
0.4388103405444828090577115399083684638330787386771620387158585169357898261729524659380634060283915656-0.000000000000003932439384444952414546407910642313726655183251371033446972154726572018439284752966150709649984370292j       0.1925545149687649734300004902421417531327869223055533316948245798090752916240877196182653378262266011-0.000000000000003451190130917651845605391860127677464433548720234598524916852870232557479473856505176008472131623299j
0.4393890969616328430105556241716140889219500792801691030428063092675599636011253313685595790914133298+0.000000000000002910810855889712136541576523526712902576491960017931213948806162669699877594235585010582309216269238j       0.1930627785287591880733736330730536257094820949279428352388257650018025155241023186227272838695225268+0.000000000000002557957106790996420380888953661463347949748813029494358164553523429642411628114115933473830872902474j
0.461728935445936494080395534738560091235756470313089102891460902005553027140837362770207228326735518-0.2526660824047167740459079592039750170495085362440071259735623050090900144350199280484578193451608687j                      0.1493534606302906627780956544564014194455928290792546804632869170985321418735123428800430393568732717-0.233326482504050284034880870395043033608357925598401026999236468724574975329787982132953606967209048j
0.4705868339220534763460235512793458515331317280585927922344652589165865370728564702758504999354571965+0.4748630470350060238050221907724830210226839017407025430211967933554227573603291937768196918331316969j                     -0.004042945178588002825226281006602984777606266012665379410869217618706824309840300221427930512080351743+0.4469285957015652963704411961741757871345119692339258863153533220810390473178154898051052801146831752j
0.4772637285742696897059723755680633806761939055818080714983964384010365009669035621280069316575474007+0.03446814492364993789930026625057771438782005209723623479604734098893942232940450105607145812005932986j                    0.2265926135981364353193993902381461443951096955315971424997502063968447164678699120185949167454680418+0.03290079072659891123766694079523442119624758193181471387644795540094446849018286149854795819097711613j
0.4772637285757625750688706364667512687526911716405308157831075201282623865989126553069475754208074437-0.0344681449229186802104082224175756802687860416496139799694419316312473064882758221149235083506618673j                     0.2265926135996118455806571641701780009493657032441617511082243959740869003983401061466297647199544753-0.03290079072600381967345186309016230536845663986784139145199952869644686734068131350928976449913826902j
0.4960694557170941676016304157518700083008883205651922442192532671781841353879866817570939313277520712+0.0000000000000008839653991049433828568405471522924955090272991231984480632904008795816946132687603751732377290674174j      0.2460849048954540513258629601144009586833804903050556373752458738480368729422860286887058109470932915+0.0000000000000008770164688134663675989032490668049612042944630363421544888295176236083573671742058147690340106202334j
0.5002906234484809789331337226693869471273271584494071252902552405746046444247122914808767407377344163-0.4651140424815825546321434088789935222101180000852816460593917716778357219123614377884261710166646335j                     0.03395963539691040459414403439721944848067177387676503907789928073854509746860616069527592938001774711-0.4653843885755084067410677017384480434134519779708580926562745351024533177480122835182983260547749143j
0.5070224224391319570612844243080058091497472498836070673239826109912779102119936474529767330954863722+0.4152612615977992078117825731544994097605474143608260320371169139338719125578537782585202887449407108j                     0.08462982147224975400765408136719615397690025476249002353402756993105698635129040486842373535728016892+0.4210935416008924694231817615041231298951411683533276320272374393070817709181673537622274836916687758j
0.5206999810406621979720280374012056107242270282163134251370093454492044021006939391899578913462407998-0.000000000000001975663780140745027551820466235970546186946176504954395726056702719763799601413088645881578645426029j       0.2711284702557459724245598895525632554277376882131106898189722000086311753945610545466439952452671538-0.000000000000002057456185724017889852651284192837845537261891681027124590953039763510175668347112118991268405531344j
0.5208306926826578113105197755952048458505872634563283779820954361724262260719249099470597038011961871-0.01075544533261458878421334493490730521612828699427368220319068301053124426809677577414823882704026953j                    0.2711489308359942840517836588776215350717761489635730061611475248791960583224416218540835382384182514-0.0112035320853922304324197913505773511881355994774144226907793802500821320496688728259112138829560104j
0.5208306926826594943989383301421525470449962596874424556057306490032410102723204673993782802409509171+0.01075544533259783477375694890984600912490042874867168630640977061923186840675074761885296486682293566j                    0.2711489308359963976536845540886110077196098838835387013398731812096445041966852746400683666574495206+0.01120353208537481463140830826718810896526011423678989500111007494358309170120780287350977060676762802j
0.5344295719991825663996452960873277718136558139629673247432577609870652921803154146793735212099055803+0.3479544842527889113156300400044402166448407798967288935402282937833405078949752704460119862289753712j                     0.1645426443156051361622428441837885244161164992521999055795995555119344080820751577003161485304716552+0.3719143321888285759878715956462054708911742129076932530669115837685334783225208303522243723347897311j
0.5384412464268734258391651665173973692687674289771127119571305896903642884849891867225851234905824696-0.0000000000000009830269944658165098525349213277254429289099980208693272582556698085971592010574839124959640922276886j      0.2899189758537250347684782974055487415486976411498855963027219229302586528266287662056310783345230206-0.000000000000001058604560342874893584742659565027724617111318735675949400083434414240816639598970269549038464074599j
0.5580201597645106883827363894137097544350188238051790560479563565809561906535950717403240170581375977+0.0000000000000006502981791698166373762676261936846189113342029962042395520370353323779105422392593295183915898088997j      0.3113864987036100333615446184024710451106382052866872464628343177158029644806719096515155167073850218+0.0000000000000007257589876698229532014135340145893424192351759262417283409588997771423970969938861212105487552996944j
0.5595196842846418997044486747459066819106464322935415446518197685753818635887237944101418330929555623+0.000000000000000537554712817609222860787538830630606233956220678657457408501811479377829704583263209288161375929882j       0.3130622771019853476326066428431654273946587699228390070115338669804315157971192767168678698263324235+0.0000000000000006015448864028601133240741092008844341734083065677739372694816102050144753552487615644167899881389793j
0.5771095961824806144733180134635938966530071296208763676295692987834487120755839456250649920453870304-0.000000000000001002503268700083209814830363702583697312428910065949621367055220581944760664491636560539389385569856j       0.3330554860059058434263557977165491756594347459702439017872437427975126642573140716932592642719513647-0.000000000000001157108513142243757733042015229830174669437477820494138118668560227593331579320144909714750038301822j
0.5785367316328036303847693171762900356155430113258688304853364256614309236076345962497762315518267165-0.0000000000000009103534187968037985674417772188128944429962990229324976092225566853646193888463071363943778343894372j      0.3347047498483666487759138605238609738702674206580891395060898846705107346599686414147844997566753142-0.0000000000000010533457830829035424387879765916312721392705678969624325377126288387514156965042889680182714397325j
0.5818224035043476519822163455815682951850241186097387319533541749352493264766182857401988392148597289-0.2826272254538304035190945533089265444284274971730401870794866212018962481749372994651774219561572779j                     0.2586391606518456545613423175773306674494727324127255822727229811572482464911580079808918579268931631-0.3288777032186254969476542058095360278250862401389853722704709329655505789164781527030116924114104693j
0.5825064677828261854503760274471310586432818819524458724993531102080545655734364774262397988074795784+0.01395473008560958050957784008899610231647394606377368519856380153118903357197554451317558442317325226j                    0.3391190505170625035662096811463570813270808925166065706289827484574360725028341151588023407827573892+0.01625744106206234481178718900309813526769760776349756941483109794797891144176216160719504570312485542j
0.5825064677828681806001560597526807256842748689853223802654930676394291307634283884035105368826438108-0.01395473008565773808683011904225613685571262267707829072272562739101643005254676262655612977308063656j                    0.339119050517110084406950170398191378240249057525623416833883026424503256605487940734665172968185433-0.01625744106211962107419177042913592026666253422007462066496521537182909826372856186211049037564426543j
0.5924126326888706334908816224637514395546963576361977662026217042475026697887088222284140104835139283-0.2055177497690517143090711233900949094658454430999084978429437005939987568276333861832810248180670077j                     0.3087151818992241986920004952127029271738812525862179214764565276025119113511172290027813196057114564-0.2435026224099529213899520607605585073791520780633174742853021685220246811710216719626891172400893239j
0.601154321612955455962712883114564481779256971722796255556783011271470772693986196046447131461985332+0.0000000000000001644813561137415303130274169191705998592783521385897239550077921223860531563995422866824941613271316j       0.3613865183939326832407345201278069509274586514092202530453240453601531288779024747152880126136632606+0.0000000000000001977573561050704661177854126013988649934776448960964522450777403800250805714040836254090222846296724j
0.6208795098851655718341251908158839181081528329996341758476415548066188758440950614995048437255012616+0.4564897500682919670562455873403427294658058898026989220022733017658705681560680319657665988686592272j                     0.1771084738778317470899784844254247087072139007738984003144621120060333792482913277661694886109673371+0.5668502645800056872602849670931052401099766103903773675452007084810616549079548552854464134891213178j
0.6238508858780886961526793868942948588226640233601712214444054536404950946807509567654850169833045951-0.0000000000000003019352428115604090647510785258472693278190929783383248043169651390611626543715752927918008647050695j      0.3891899278108760461777300195815478368755790621487432527132142884114923737199519896088070000431425477-0.000000000000000376725137411615546217905447436394521508028709268790481302993150076963517317358520375446256748539217j
0.6493007728837003374536605597526897937962234932453235870103013409782022183903956731699987592514283+0.3727682406891320708186874799932361194737511423501001236195251411935824994402830728919493335849777945j                        0.2826353324008999086233929246773805961235327130561661922785577034173341280421421228116648169451673944+0.4840774135719013713630516494707636196216230865799087844291615683754359596806165640439989032043716079j
0.6854331897065622562376903173191036854417086137704705085431180522040376122558148060186102172053316876+0.3219004009715225680640169558302923840507910554505512776468088226616308213233191183009584133525627807j                     0.3661987894056851550577759866937965294556254971519776037835906449047571440593492292243576422341571362+0.4412824372114641712156897681662454716140341381291014278388072574286758507417503590073801640194582202j
0.6972064762030123480229150413604029391207439610399871813551698554113369553338788716882085329017315454-0.7741062703255063146337037332711003098737245511502447659151360555791045784408459480998214965879542182j                     -0.1131436472978442347307416474432097135646536372764209176404334964628094538495145635991350319673158101-1.079423809880605524199108498252917980159998269169869771273011536617331359741056994650488088408585663j
0.7134410522254267101158898942677973228202634767636762687740843597144453972150805333330945436659102327-0.2071795474231785503275817243042509918604393931624740683613452975974105763455287304042503070566791706j                     0.466074770130050952585726005847824798980501835378686637480466049146055375647963848469713544604770606-0.2956207886263603958169019683836744591091356032891992038263052520479037604712640016891517007063708828j
0.7356218257893111830162588037672998601895497996855832623507143177597981364278466234320171372333691891+0.4242024238339264314294726653474426049018264442859618401600381497785543264941257223612501201883950989j                     0.3611917741910215361819861458917604422809718537399843215238478799791217176544057178953169900615188252+0.6241051230499283507972138639275884274342664925766498365762687958867004384196635196579448539902079652j
0.7955942369599150185157562813544424122236785655165482469630673446515429363805086646547766960098107833+0.2975241357987438919130940966697877546024543598212507513471901427202966546794203096982069831087096157j                     0.5444495785010400117894293505858355270606904052098591372252042805333211830258047053010886850517962652+0.4734169755959195655408006110240239873948074053313479288717401510533443138903675130281262224965872715j
0.8241552693857352964821526506310861192268095736820174213181811476226670860047729318581037058315446492-0.1704402283113941297023130778737529886334282811491976120811648341379408595650634104462761342134113011j                     0.650182036629433758193264331658596398726696516545582815104387536141921216288462634535475411766621945-0.280938424556286513460024254530302272881246538170798907580786415354859742439325653300467187763618536j
0.8538407160660561404406316750856268026324148354108727364568347041260309863798441253628455135198280307-0.2727464990781770916000785790030511230563298609677559152843747954841042393404136650728417903949335858j                     0.6546533156527934434264552848376930713877381274019279576487866300496107779944903362831471160089552139-0.4657641321548412978288147264446257803685352825943649457078112947364021846001865237659835465694159782j
0.8559444201593159754607092011154210672495045058470226392495150796365470023115593521500712811440959449+0.3112484618905062995165829267491491736769375136584188497042433973047171853193408636152105117361882585j                     0.6357652453726616881865990905739872448203772078631018488755422965986776511759520935117985692635898495+0.5328227684766967407255984763906162979734008058045745927534597546086071038233331306214820201361109882j
0.9603596081323222862913431373911198711824594564087124056201068101828192799178789905265970408176331634+0.1821108175844466968406010117972909898569299020899786063842130950405046233142549665166606523959015286j                     0.8891262270507920017515810463794682345203394809376005767123950540749680082699494103816869135772214903+0.3497837468241121128317882961861233531145070828787101636722540775468174864250167617513410776632874565j
1.013298830726746097739313020528838540393727554512941135465882856228342247248750624686127312486468171-0.06281194611204913139370936073188653026285841550799878516087238811227017621142699000619713496399312671j                     1.02282917977780787762733078593253896322540611598346477499052209459835127348673791072477071676831131-0.1272945431020215409442113702153613853852464673633747441394426404840979821347347322463829752111294303j
1.051107015730654191965051408388668261473190789810288810275356125605366118830051036896229252442355872-0.1316166233862211168985992137942299934395323317319074068864580033789218250337713997601602961563774729j                      1.087503022966611351536969413583515729927452860057938951290486716276449908151726697809499030903720377-0.2766863124560726158453611115469919421411511997315440487690957835263893755668094470619392731835618888j
1.170357506089870538399287547945273933297204799747037722900475608890509403392868447702875154319623297-1.049638427689332356737027642280422513737059548762855518455666422313763332696430797415337830841134262j                       0.2679958631787675636893193350102427686290759778734816254869898838182688524127928582984641498029950989-2.456904425053159860913743838108692568814428881005918036806682280349857166163522126668115337584845087j
126010106801153.4248576539860903373019153196217961030517521919559291645035457732945097859432740011274+1794748294662687222564643003433173501541334786065628930950096.075632985796590696742452262413813933576j                       -3.221121441194623960746137025211889260847188097635199509467337440527589754693414620537051919260262651e+120+452312848583266388373324158119550601689057759329055474050166341552949239790.7519753571858829610756634j
1794748294662687222564643003433173501541334786065628930950096.075632985796590696742452262413813933576+126010106801153.4248576539872440570432966270928910587818438444048121424037005463060283514903194154135j                       3.221121441194623960746137025211889260847188097635199509467337440527589754693414620537051919260262651e+120+452312848583266388373324162260823678414613995871261432508096033508872085521.2480246428141170389243366j
complete
