Npts=30, Emin=0(0.000735), Emax=1189(0.4376925), step=41

k                                                                                                                                                                                                                                  E (rydbergs)
0.3781288071849002476514012009024775940739983979357300013320819795720490878525998546883052123269492087+0.4345200891570841247813616720928550719985508977172220606730747920897188198811236433343793135577551007j                     -0.0458263130580048676345983033234869611909967692852916673893054852850912613400029297842225529018175778+0.3286091260216894555937384185380506155756927134448263980404803483018999553081827435125655573653483342j
0.4204717673977044220524974549075971104994722593346318759410685547351639304392768824448336639519750717+0.3715919264516484355460871241568140199040738959805655867703088811907292867448367739470145626121664417j                     0.03871594737450195104352248878642007081908768512291919200032150943753132876060110914388614809541089979+0.3124878281316848202113516908782947316311365725246931889468761557740505938705245895137259442596948129j
0.4236995123030825375825323440880581487645242573942223274143228635262505144017567564141317881205792577-0.000000000000002579422732445009800360644607697319238733170166137220478410152565056988381423935593440587072194013802j       0.1795212767258699906307402524094663544865257430968433234510693438065380078624405850702838267674404938-0.000000000000002185800307520870412991050996590337777246051226284483961176468522143289032026916852087577761028752268j
0.4237288167215102608878317517198384613975882007078734688692262551085299265064026288149712683484302623+0.4960115937812625757121724029501825445598194684985375653791672993073109356800781467972100728825864172j                     -0.06648139104521700539464552787100053664256211388739693546226589123223343336406709203051791885219809137+0.4203488114261696172482743108009644765915763921957453501713046430867417436170458944824178243162069245j
0.4617386216897751004363573806170078964065526820311330515445238045170557755935769281814631890325886808-0.2526784400868429009455294212015959730331962814118357324220460479752055786204936975993962731644051606j                     0.1493561606752529913475065118692461955662398586252275291331947447338491511085778746748327886042042064-0.2333427893128425154304650479984641443264741094242611341640944866610441854937795903766675979848214577j
0.4674068236711717960219076024792129934434262150848011799523698276230719358395784851635656596578501574-0.004348055526787565287099600331087629187411478858372673687824110356019172077797542875597484239358250311j                   0.2184502332275098552902053828774394851487053595455074255450800157360752546913169977938598532211705842-0.004064621645843319047730597703143436603394492124138044818902477344352199743346275287580920270201419726j
0.4674068236711950063620485130441398401842083190595466084744836952626226127310750324724937906833124304+0.004348055526777978227383296883196823267975127510502134566900855906779420381433303376319181746005754158j                   0.2184502332275316360030645345658328193327409683937942812864425343525001367796112407776308846925889887+0.004064621645834558773165367389081103475256694554155353758100194612709215683748763125084412576861888252j
0.5085277547492608552555598874409624491279139768566383276554069917756801968588037536500493768998047325-0.4721227905048953762746433112032987677066288883776885893087228770692520410510678981964391381262668179j                     0.03570054803619506866316160670019095365385503563120765931044995826715284894281503271630613838108310972-0.4801750852428201950025373774203333584054969478318732061352083884365913576464282942972299205578160442j
0.5224986449597863722356549035207083131626521660950078181159043949710920035781649253918451048820587955+0.4113734746406827638239984127691799977421547622204738740845140624827662524808318813985940203891438243j                     0.1037766983468644279839338442884765520527372173289631301510205101899083386841511782436385138025232583+0.4298841661443115723831370306020915231208278264456689492741821580364661388799374048725890904882435509j
0.5240636562565655319212275500706556732354350648526606768901363901407351042685252404080387265283530016+0.01086461884036925277228399323982994236550572558569374701329484856594942244263354718938796486538476433j                    0.2745246758664531708634192058127465563508738883965042954819836139330756296493686652663788367986412948+0.01138750374663575541946402547580736801613634142607298900144259070959446544219565556859804658215614481j
0.524063656256573118788703726327316255153573214835242255252453912761360268328103633470833827151133404-0.01086461884035441561315813411877880719997708284083257518133746300096266389488566239293742220658423499j                     0.2745246758664614452665945562826767794849453403551954611889043996710142398537304926142473671684954475-0.01138750374662036904459075095174983472320506741314869068985528007449367374988039536475771984298769437j
0.52757006848343670978232166888338724657450516708878228377118366531825955073391331680635408187887413+0.000000000000003192595055154833591196392885395885637948378851907532757496904403735563275081329473442130025064511671j         0.278330177159618099940822468456328231885861885312122294414603782143549465397806961620423265002870501+0.000000000000003368635183775833914735055448582476621294503658701619965475715750130803573938036479705941329595647888j
0.5371696704142540261074286294802417552285470665284843444383996354230900938299004886261068882095062348+0.3510030674378751717484501709006343952610193030684762621058885263706021741425743043467153488602751129j                     0.1653481014621607514867538500397932462429418243241503493646550947756440769554094715546974301593536261+0.3770964040999911707430107491491722500400638583507501179254345955876641809217935174093203657125708544j
0.5378614024548219972391379790889687911254047613660619979264488699342817648193511195558725530801359546-0.000000000000002395741034359231991862612980276820606961882157051145138651318206165239954619096144294262225548222863j       0.2892948882506679983978288145753377338269631082716814200198455980954127283671450406481088825974993495-0.000000000000002577153265318044825803003576515025894586542870590549473229415688609955530027278821659854338210967759j
0.5704422942938117724488466939278595739768844685699109091614001084332781188240496309934310507601080988+0.4583325634023448893342499680319448988605375389632238014402521016437467766404046913259464203450116964j                     0.1153356724442232612072598560716924445556010580094503875044404623046141950478729801247376320224052914+0.5229045580335951329505440824532655716547485835407187660523012315190319811646600636037107202470780771j
0.5770719523843848403562408965411041971623545599320992337803685455569022773058867194634786132148963311-0.0009794626648008209489529636878890685244667572950496890362254368682097823680863023068714132114476489031j                  0.3330110788816139857095835863242617426390112670415059744235508908384498639647421262130464862163450623-0.001130440864528444072518281923448760245697927188714901223106941517159978144708379530113327197257966535j
0.5770719523843848465370382057045290704245664133305653064326244170972271561775853221146818545652700578+0.0009794626648004082233365700822773851831946236231002264970530028179609632082292275578015320768870917758j                  0.3330110788816139936516117914351558590830044822913724592596914861021949835499793583533319163736165057+0.001130440864527967739871499716175920413283420165297659019739519957721737901193080124339040360084970703j
0.5819665366725412361564502728119612864948962716172021507730803210530354123714630625977726241566947507-0.2822548041672166061342189044752371760347682896647959615365781940691474622564303702516821861526308465j                     0.2590172753311584866906866504615583149553371968833946682391676313629618209835689373106795183189919331-0.3285257016807628158786487499736983728986237595216526522970340166140076945603421347163836268986727181j
0.5924143645691679848112697657137097511907300294910342532843781220495705239483849420854135509934633522-0.2055173096192043881209206959049131851048792762825844914090313477722738152249065488688943415619987802j                     0.3087174147947751552675918211917805969994758715741288912516342835655792505030258446318054502563164888-0.2435028127720518454689214761091368421854730775115689247181448928851858243062712396817574864935131329j
0.6098311369549994407777339089304243070156093092471700368050661915496234397263262624749182048538492563-0.000000000000002198575678193283855029269589018083509365553357377868770566477673988812095002937887915487306512119464j       0.3718940155998272846097243182584731608059429889562692506505763426977489211901357641558936184099259351-0.000000000000002681519811028438528130143872631531831820281253804816116805269934318160471251776626850328391897614113j
0.6575985550442977770537606278489507410365017669574763956039562555582099176793515879812669172692584832+0.3709315285245803857896083630897865284296505508540416147235472677426217792242689286707471211325229712j                     0.2948456607427667409677701709905092325444685337070452931497316637952875490742182937914838357943762173+0.4878480743562735716587630127889868380119741262724836289779937759946932874182756834076617265972445133j
0.6855574784936089178727160171572406326616763175626825390674327738445390291322532101350236364866414609+0.3234485530743724344141715010410777405033120410865737216432070748412158205034499516419279448566302898j                     0.3653700898326099323596727908566795221741711222796658731611290556706388162010800318586220893805683057+0.443485148936146005680473105026734050235974804780725960070320438993516690498528616443707688763493555j
0.6926675499544532332807917821309804680540467951284243578942260532090372854888535434869583745468715115-0.7110211297397250204866342924168137550128153812313623744158131970073531848592928086283604160182619562j                     -0.02576271217644991460465927440641561982604785921946023771509127089951998936221806052262819759283375264-0.985002527805325508170987294149126937644326861187157793676498518504921861404136844700895030907615574j
0.7116738129040776656208662019824411725511307148641317223679228548017859049497299514399002566969958002+0.399923825298703725342676584291159804124685191095231340315560448226448781223715462779260643081735462j                      0.3465405499318800442394735926991822357701995002057557823859006773443147475435922620118096058587048538+0.5692306272430254345508856581114657818287250897932023227247347052793183364363690913405230821242690016j
0.7134292250973121313536006145709945950362684819863214972467601785486446392337242523414957660177018864-0.207242714245289835287090991292298322656458266180439124980656689521890809260267895124225419987076307j                      0.4660317166151964034956781100384964103899733809072727375599622260718923198497006775456096238981477284-0.2957060180621616346399226802581349280306671507039523349825993979755399922260613323008565288044022739j
0.7986017942078587424282340356400524534511076817116902550303056835583178977729707781193869848844100656+0.2972074192856096469750569652195509663097372019157780994129994348593344396975064572074650038572141397j                     0.5494325756335989921272599445648909068482829870056958856642985487667000860868956058013669220468578648+0.4747007565867504457420697163653404523898880147992497287576871130302804363275162399997163316311762308j
0.8238584148733998148510103462708025440354420230166803129981521125409987038506826203347835519603698077-0.1703999632849436882610928354226341743819330933101329188866481178369709584366559556190850489518288779j                     0.6497065402702008123101808844632887895926083270929410696584098017912125219816331862464177520175586123-0.2807708872928384669475662787708376896041150942271886816819922770587726161898321479161344467840738177j
0.8536380366364872545001946711387803481073380929167122389390105074232577843220622536519027261386932348+0.3009780547194239693465686596752353222406039129049778626693784848785952400022931501263584602488068034j                     0.6381101081699081870389300853150905002054685361168565468859830007199776897232276692389658149901209614+0.5138526314027166079150091915917400953957988253136714596250588070906551388618197028241742165935141756j
0.8544406588293132905751131854949279674654645395160912648407195734776665289556150956037167118384241569-0.2713055395099018737767864699865527055189861370759464131693457570252924624785197660401233604454783378j                     0.6564621436919120253978083924657508420854275290186086507897576903681588333755278686634512551699931434-0.4636289678457656885349669602595171256086993820425027074512983522857505416896066690606926795735673396j
0.9587023280042491330100725543674505498192650334914843745297175637566393873717561882008377742150278512+0.1800808538245707858373513820781344121750793483854345978900107584420818507261934658585964259462760121j                     0.8866810398065804607926363726261541935501887135467979075617777151624875437831669224082416794654541162+0.3452878675812178069670524669598945315125486261781256794775430522141844654860569417964407227816835054j
1.010003470498895380534290351788129718513184247596684070863910368139551252028412376981018898671045801-0.06198903700595238043145537957710096917756181467876018834906998998384210367472963104438817827423640445j                     1.01626436971088769760046146149580913188079464157205557032220349957168877277636130238355958523233314-0.1252182850177927181931377000184245913465498874047090947545726981620166205327992683441597599650492911j
1.051044071471774626882804346063231036382097898796542791951540109155160103368069023351083497654776593-0.1337599894246752516163413174884206735147532726506505967755686858066894154733643256354691422719040167j                      1.086801905405075654939491575105595478329412800597744898167718783826228805065528017706599900796954963-0.2811752877698643868289254609095272302425707830980506088260867284329177703187797034688295505248163844j
1.183882829466976778294130357767052578044985373376145695499197351342997601700779480774308979970657585-1.12931328757772174147298849752557092509320030109191102865681371798355297334870312235459163170906098j                        0.1262300524071327729441768612838757421380069891864642491500864717463765557637880950129241240513309327-2.673949220504333706775290988509918357936196748057533984351314840777146971244030328360775334539557584j
2.247300122025691617779679801505348251639522490161060241145176550897382426722022171456565134373491762+0.001299674183491324843597226742193176647333020188666370168042256372576060462828811687540130198480487193j                    5.050356149303705201700045012254950591241400000610241986772271566171619402617803794572584222017848982+0.005841515902307390878636110253405629988904477806338393742853291347811712485660094452611941003603714745j
1186112207291536260277131804874919701828467822010604334179877312.760746174092083993890878901946188228-0.0000000000000000001149600682709886283234108386864811018511590507860035528762383037828298315467948231120389416176028984j    1.406862168286000283280663864476544272884461560202966076565569421496053425533186141509834585386623526e+126-272711080654576048795022644109126830438352152.8685806305399664746743238118689510093486166349238547921j
complete
