Npts=22, Emin=0(0.000735), Emax=1197(0.4406325), step=57

k                                                                                                                                                                                                                                       E (rydbergs)
0.8027277902786689099853931994663404222466147771759179523916697313419665236144386132544342748407715439+0.2784162048213328732444912781060463332134920232319376340693438073710728220811614372490100099917239121j                          0.5668563221785602783333470521748973948258153295485067003334386593324055325795331100324860246376215139+0.4469848497480036450274628398267775747096573893153164199722074526855631338103389304842454797802662513j
0.8379911160235659855157039179318914317373627437361053530796674309962418645915614074828665789542091637-0.1705981094167061585896835929986869770763433916834502757151036197844924832129203029358914714445622882j                          0.6731253955978671825026922007455887837593948481269260553696853344198965365549869889725740182265797732-0.2859194002032320309123250193691209176419383409758413348835730147462762160037817047319304484364240241j
0.8542319577136815970129403820896906979402519558453128290255277322381523448185551476921123711170580243-0.2722551031584230545036967606706891944541487038286477491357113833570034056700134501016250733761808973j                          0.6555893963835455250237852406359385570450550212753850503642823707331601479548703496351400388023650392-0.4651380195371201273992734844056759214789283286747221574682286345643826187586253771280134940877929781j
0.8799889431993394342127578744581607127541535585136802592031973389613192078218715344995447931912438293-0.5787491177240441666124953761307828438152266937099439753353839657854940323578231401875109451258008273j                          0.4394299988867307113457367727408596525659287088840215132835177256081427510397063100174098469432228774-1.018585648967063427081778922257510027899769374279040035574180251271194677053380225465818843845441809j
0.9590260366368225859090136051229106126417648222055990685946271201422456897564860635043949567091034576+0.1823130827542989864188625790133771742702090810080283358411133150610750369158982232121947713418420968j                          0.8864928788039563063087596343647134715426922406408482114378426138184155205527787395126847607390729057+0.3496859863617928154174725755792654526534027593778382193093519857742844199953012147785164177310015455j
0.9760645970676574718939137325128225554686382046150534337763643421663879654678410810874692486726901371+0.1571710899108060643538850916706235550800246996396027316528351732893227490855680813289367105364950105j                          0.9279993461450978512467449123175766785862786144358447963019669613456942634686891219641125190842037407+0.3068182730889509714938141337934388548871868447052256916254655214917555634597578006486395292059936415j
1.012605647742674551540544931903337881540489634248523525581938478880555273654537849236666176678474512-0.06290380901022431262878814634562485002963666635957149663498842684577811841990680135917494783052393488j                          1.021413308652366721680242493023940660599807614136934105232465865998753179099319704461929688046248699-0.1273935045365593557029294454100065521629434876674392113637628545337705876695211579248051845053163072j
1.042292454557573267710551195196396190119555444204030460897182524823660038422236689902443878520362278-0.1818603334807454708418119642740813198104019505094459943018912554142262427945394785825361927163012029j                           1.053300379933922983222363046705739044248247016171686497150461361794003162870425118591190606139758926-0.3791033067406100379177748982721475299354137151979040827697800660903103050827950872323283379532032857j
1.221468000106986755942046011651409256126383387649512962942203797825320350191057238505565070445610257+0.04277084453076356351072485699820287966067355559267517703068680782226270219268476309360328261503560819j                          1.490154730143487050192171710744861893926828097809816249933467964151959610184105178288316770425220215+0.1044864358637572445991321289305960819410915340515715096936785463916437893516689182540659961949724382j
1111985003241400700016542607609839522057593300400393909573589423688.141604499683110524337186382918531+0.00000000000000001681473854840438243664832558573767812848992019075148210528856963805231459292243168785697685845067253j           1.236510647433777925322468761113787241643417737528293892005507305467002346828850908295608984307990554e+132+37395474198501505010418994123088793033512756377981.50894923205646295648579451923385650376395306157588j
complete
