Npts=24, Emin=0(0.000735), Emax=1196(0.440265), step=52

k                                                                                                                                                                                                                                             E (rydbergs)
0.6852680553848265152623683611571303345001877312856324611540681832878409835353824738992475287625487726+0.3182910676351064335955662415692975807846030365907206062269192604194987852586807887973666701347183968j                                0.3682831039946057621818783769453239818102579513271403312191499991807086696182875413815487339951595024+0.4362294019293393557303542825297791601283628371113183914628720508511515498859663057709337415327664501j
0.713102296570746653745823805906677997023909907706120025948883675519310701084810640785250164500535805-0.207187151175696026797238720225649049278479283930342884315144428547399034441839560903611477485588355j                                  0.4655883697621723952675314715158635405137642315372274194160086761589372258864138813027266536277675266-0.2954912666466786186796941794355082996157239210387902416869276142663866751018116189911327747920120287j
0.7788112936929125857922277258114080525308070769821121253382246064430276222013236760804868139169835253+0.3173994430919175403763431423471304044057685704712995410943788324030281572346968169275234190223949674j                                0.5058046247085687419905529787840012296772106388330960292227321692798230462708507046178912839444885211+0.4943885417836525726234262475731654951983282467244002222392981962104096223941335210665077281325617261j
0.8136914373264040401883546848603722093927358012049116523567266843191465816401313660734898297444159314-0.167492320222841536250529083823996169884612480315021650106739277437771708595432532453353115471288564j                                 0.634040077844678422265886960597910826952497624885488250883631869078319476042230343728009637486713704-0.2725741335665165197524754862622518168050843557724298387285564023741715843182959340425150713017418057j
0.8234854111016346490894510599630096700738308237251217959084317230427431764021924295277662217815125418-0.0001765975956266504594708106856459083551202896849901800242983897678315549921195726341160655617779763602j                             0.678128191110517441450910876580507255372464370983871817878690359034079319205830746221812753019902319-0.0002908510872683449816644295531640801131767799663897697348688216258578526462282115365166805413125915473j
0.8259309802755320936476179801291474501725121548811758667732023113840871405665085949303914968826289135+0.2186418094525842875051376620613639000973088998979881602609905808829478843187720933778243767873713228j                                0.6343577433382012084365443928664266339031256215857181963650685791585002346597647448085120181572536273+0.361166088020778079258188408531840017341217487094329928661227873991864031813041102301516566265488273j
0.8484391324275139708927880770331828525349756541037267818547180864085579726901954071626063303439831742+0.5048056235807510356220502717723041298390119309271800865104252600045332860497883647639380239057693145j                                0.4650202438356016829196286322497267358511807126748940531588531504618960169625764857017198389673784523+0.8565936906307651944745806908308948213209170165510801144136474386301652836266764135274327070380452338j
0.8641834469888448874294821952793063662578505939335121471252767582853644583978255514296600100961316695-0.2838713642644348423221085546327903155311420372448169022723745481735878994678041895980785940250506837j                                0.6662300786001702269062686710663813054705793116987098620113847376317791496505429198652690498923755444-0.4906338681429306090418100384094667330621210998376259085012650933909619212862295256508308501844543951j
0.9302091278955433644224513622976796123639716052923111819253567403873018994371213652688039686572734685-0.6500049592874969698508250536174950990830793849830550428536662722721259738326306231580161552670376693j                                0.4427825745218467589384265415478224401240517277919531031861497094267734208244868911017114292353936751-1.209281092613201452943369706853047247073313858207591094090505392586695050630209505151373128780067926j
0.9987629077281852173558194175077943898251267068547915670238685879323935783322156154903222781994401102+0.1844046900441951278067108332183017444900026186525157086574873979072889289218634432852640600613946741j                                0.9635222561433637408843368288094280323663547354717361284245304461057442710674341361312114347187695169+0.3683531288545101072494635680460131194912682638707628310841607168636385713918451576528315616427478193j
1.040169503412285870874555043577715850342971600296728440359808182736732231198344869681731766879574515-0.106009027312272865980567689415723903347994862517749621743446933616729725854307974357616761360917635j                                  1.070714681957267173513278723218626582275246298463604221690514296980875149581928463513310059317506265-0.2205347145932526339067952217726394238969300121794671090766526360510486405078609303690573517446948804j
1.093386570020453930874646103731419729697040195521051760118434372698611135321213455015820016136396348-0.07112667336957096360894448674649942494666066812295916666858800812656017487173326379296294586975429917j                                1.190435187836471371350111884022961272976103241523010790129127025908481445651074156100484300468179024-0.1555378988650407166648467400758558759358798809866831036355458744574996628389842840528739594796757638j
1.219408606321395336098206359418798666257156200195530386890988038994639250875469206768609639457511208-0.1197749202781375862557263590756226026458852079740207564524557858595915175633694369247936978740213117j                                 1.472611317643053499273219588455593968596396699107267585067087886959915734760313485538568809144659933-0.2921091372172399741824558817938825961688834619382791540827501935961829802705045742577732561327583328j
26843015618193397390805000992515335713919810631248.13141381431822727389902326442877025315463119578666+3.036023705122933658807484640487386163261024512739025554966904782412652915398620039123366934558651824e-33j                              720547487478574660287755585019959497628973091070434492425526134800343113147390712134940532557008885.9+162992063467640587.7526802011091571769503906758821101568140531916164184709722186983094187216843782569j
9.34874316550855010925743033703910325927470382615320213244154700083044293199138837294172464935720877e+122+9.34874316550855010925743033703910325927470382615320213244154700083044293199138837294172464935720877e+122j                          0.0+1.747979975492856518824388667826833403974715525645181428798916607807071777670465341756914322865272728e+246j
complete
