[(-91417129508.77308556717496844205106212115821520635746069181625872287739177391922453158070531217206026 - 3.439441991872765534354054499482590081015426471878283919769047181694407864825157123000648302517848582e-70j)  (-2147617939851.583787909586507389375485420539859964712327049561125590345658209808129605012939124234511 - 8.541854765835728670560434302927040917139713702236558511023341237905793096788700719430989047116549796e-66j)  (-1321258906308.188205073746301372005880729543639994318165074770728749944818274088154968902591987739754 - 5.258552402375478630126767333179346220165478688056454475827690585031927986754818743182206903630875128e-66j)]
[ (-333333958.547738209880872595891813161789956622418473378528947664084104640217491575786915502017745032 - 1.097596349092042682509239119219403433896831958291342924546270305094009390861125209820822488886241237e-72j)   (-6631770653.55218797134229553455112208866400622980140321841516359213103832751269165701697202190167239 - 2.742099446862403380397533001774873414582192524339178950279651511295510476023344975896115390700440125e-68j)  (-4334841084.644393692347912258580401747284157591252145979344278843569340200038462254700518130624793178 - 1.688060695736171151452510857833454160208117725906948449289998005911762832476585708274008589045275112e-68j)]
[ (330261244.6960558606176168666781103112069515549980356847550925336852656186893399539056785016220335364 + 1.288278563888084697127793586791884781373253374367146269010090238035086193331536497727809748854649336e-72j)    (8137781867.17108176680718343546514299797559968459142117160117911560682759236471061449765030553242664 + 3.202485905864558554035503525903091677343416935361050320008383915793370974222335195521168021693109666e-68j)   (5243803203.644733922912191021112821702635863104046415458600206913325907213407941498565709174611310506 + 1.971514086551140960773834367942382027034045225581438790886017458054380669829005655024174215153946788e-68j)]
