[(-34394935769.38125283219603986753187378286866969456579482836226348773011362952665625061519402463127999 - 7.034056314058568643918039665117769450642721921854301420925117806360540400404312814062721585227017037e-76j)  (-774343366302.3540624286669150816380797000528857951063193395734584720089831920401851974123855857922871 + 6.932891762623817558530399297162543380654941974763063212522307335856318188950175651285822774910259005e-72j)  (-442569548934.1739143046863516068369289594227424728270359093876115455438652931854315872615911702773166 + 5.57348802020970272495561571866632005215345496401887049788426196617713685014907022045247399966555295e-72j)]
[ (9255962449.771555988489596185891967687781141585164694468453294880631086373589772352995070089145448372 + 2.799308804337795946125527123116579549039976824149827818315274089937841918427428485464489880304442827e-76j)   (330687427864.6063791412429310714283413546881883451319029975802681751352416923003346283431727591525471 - 2.704170667609938327260924122642750713407231582157824759833647386927143176637136459319406579840057292e-72j)  (205812326501.7810347356359221213945353886141370232341780931034914809633267955429671901738584276853388 - 2.169856310181023496522909058349893490386933684434339601538912248093738824220049714922812719432204631e-72j)]
[ (9264162021.564890371777066802739277516818902944971964211056401514192884541129553379059034969043711774 + 2.520429088344317548665701661512911194623429879544680588939142705708203813805542216835873750669945219e-76j)   (295216790503.7793650589267156324138146485116572835155236292435046442746914019881032389705273808681546 - 2.463613292764934631701066248214220275198841066720877004656602151549788144658084528600918766414291878e-72j)  (162152301304.2716691877403647320710642745870119852296719686424860060988111394472802724092966241204201 - 1.979016142472553949726018309374008603403799745644229876879047170639936491977571431571092598902631148e-72j)]
