[(-209797713413.4959199008207945339948482840167123723591867995827500731222074593680875003002072041828808 + 4.538081147434085768538915031330513126745819005497682425821690506447609998116727207052745367902132864e-74j)  (-3979170095161.592443574541764116219041684223781037963383752927994126596840315065427745127536850690137 - 3.169037224243163072690182023017844075005482844630540610539838191205654984832055680097496107393154069e-70j)  (-2417506573043.747947171340955907521726378051265299823920875354106611646170845337239436893160252862453 - 2.058501563097464461180421377706556178058206000666088076188829277401919493329769068720884866172110501e-70j)]
[ (119254775733.3826417477506655763419234611206066093233090993794145162071294117634930363009123350107444 + 2.008044644948641197354760419206757367592533500947641767414584562010364100660787941417454269197528466e-74j)  (-2957005010896.687960731959485327820163571821249839821920504144438544048465310097690480907373474338794 - 1.369905029501075908102657316156857149738962112622641683533748894579771208321530132541629000581896278e-70j)  (-2073061216119.706724771550871840826789318277024936052239000267030639981760171926446096315152020410303 - 8.959675806841298155439187655486653029060117880703422896857920063013760346776493917074821652210520433e-71j)]
[ (152723560764.3179134301779687692806814187606462313829820821261511336394997673135958036041544692108198 + 1.521772461653276731274413368374037280827912641442630828825836584494162712898454631707672443404947631e-74j)   (-2612260258021.437382700280485258854650391250367247477032558858160414420204233080940949029383167557942 - 1.02973933978491717273093138930266901155356130249631896112185933094212304173347604716172109052977921e-70j)  (-1407226939853.467777066434869196813031298125673803397138505180244571566084963625381980766406237326288 - 6.751398735875898215874162691236722352495018274651833831367410745721762629486202768028022438462111717e-71j)]
