[ (433024147720308447.8733509742554478655595658398274541374579110643341250178272408172654759270168274218 + 2.20324364423068506474055476785995091332371423294571093422920010108008910146961742215789968935362037e-61j)  (10139219043677095326.61720381581112173479084901180794168092915346275753688563565905292207986851585903 - 2.024838175572056085119870010018417259943287444895552747943743573586531358699588864664343794970113354e-55j)  (6235836101931384566.389163258731505278896828063278802799559999193363151419955224433395649996236630638 - 1.245268457905480194972921840368966146987136428169772897907627087394929360227627249211580644716579636e-55j)]
[(956226405214972.8881786905481796759463260445059965086970616387012473395220468180912129880898524247845 + 4.723078805576607011358554571543469531031939364902743880044492769733674682206603715925484010655389831e-64j)  (22284056831489290.76008212862075031366517579364504792719423793923950631860508166368970612626004432573 - 4.420351821294823993381723738459591218367268603609032733802525140627322690451350679969997448026173227e-58j)  (13605351794777382.69987169100806368996329192272066641198103802300117503358409908088355733552919330925 - 2.718500697783801967663789278777890249541842405174075535134869713575563706334822026672845136298013598e-58j)]
[(1742987758596867.503898796723675579349652368237420182825036590776103480544250970766584542743738261372 + 9.036275661853680579325387853516739573451255169562521868511045435630363768523517367923569825980176234e-64j)  (40897164026686753.52901705096972776494943649134473630391647462289322726307192020878069143305765465833 - 8.211581461591956425208897474831482990780446544489678066992447674629683012101055188527254513882719439e-58j)  (25493452530576903.28814953916560948745897614221634289328056939258202337893193936376782564905041217415 - 5.050094862171857392514583188180364697189078717696491922280603989958093780779690331967500742630960564e-58j)]
