[(-18617585980144238883501.10477246124208643078567256510296947894326022506386994414218671043943771098847 - 9.617774749283166522502347950254880596564864857073306118058772208210154659156561083055808427010072775e-57j)  (-435932468561639022708186.3928464968016574131205267391076825743548478335370204340862287018882003900405 + 8.745917343784350448671058375316479765073365641863867401517270283804784042853122200949491134235183306e-51j)  (-268109754533575778735406.1659086210100521538271458350334588889431355764751122689050570769113728661288 + 5.378708846913331262438448646099898326485529944356533221506247413369295402236151015249122030628552005e-51j)]
[ (-178556378335157156498.9451499024879241772997846619456452976048765751993183454637404508676211159201987 - 9.19899776948856598232057569109491052159778819703551920726689097813818319763874857626517431220852579e-59j)  (-4174561954575162128581.262119828018847922828618099859641481251045418707352501544012443642227927135726 + 8.373935728286909504394808039536657945439567918547004463556349530430359374817298919222367264277826428e-53j)  (-2566511150257885775434.230228909099634151265275016201916753672805572913148589966225834996492957498945 + 5.149941283398395629372327885551265678823371145139773741042757541390727233144059193467248425587268877e-53j)]
[ (-84964685672353762918.3795972638771819601192992533580159222343296955949874393371392520666646766831021 - 4.389329066000506861378298001038590441284240430550925722856877438836537194500805547014540698214775335e-59j)   (-1987280445086357428997.573892388398929110899679652086500481320280698023867685371045829445210768194585 + 3.98930891672981529695523232239035955307011361550007949443011690803595031020183882864464330299217078e-53j)  (-1224178031011919710190.446774518441584083642263809993885034902116454563365368345711955425353335865557 + 2.453411135323054377150829769802600924880843525483756883611422007923067649236804223350796417093680533e-53j)]
