[(-240928097469122454.3413832389671793192925840872094736486418340494663075166280711350837150114300981958 - 9.671283918451417188360087481522905587826711920831534110765935665232427198421327091567721586072065514e-63j)   (-5651966488470781685.5093395237574900848828359440017578803997527948502861295952541484244468895838641 - 2.827315682811397015032209616162913765337343590501930400916250764902334715720146293471946715040629764e-58j)  (-3479565411712238761.852443143304612065101341033816051604345736881173174780353622234305765121120953829 - 1.740069629585087246821846223739425924591803598358465565627984859137012859460193817168857595384368126e-58j)]
[(-71226192049877407.95345496052994105039555691223984619519322348417542870691108034262171596062214196393 - 2.945316612725480352480776632096755680718238380877937035224786737060214425447817795968133228399265465e-63j)  (-1739277494895069387.887295406001782991749658162629588532429598282479405160349912987315455460658342072 - 8.61649383989981031548026966521243130601361516001512057517423809719537133021889292089733547810576106e-59j)  (-1058285378604388498.760985770067411189049352431016132768770076527838440435852982926305355755927640392 - 5.302882843620743628072128330756044273074392487646775245563610041619226614247562809065023815267280317e-59j)]
[(-35028078879956734.73554432182969081828274251481480270303626792193481242246487416075120706757441851975 - 1.361353523830457718347124102271632951907513387722167101906370290804856794408128811574102486562575319e-63j)  (-790705752935741181.899133429132339534784421894219880379765840684275879998709546431475509261936763188 - 3.978060759245511225021961383118812479791305467923986797478568002961240477407002519059157537194989073e-59j)  (-488035138587072396.9123297568396760724375513565921253157804179781271343319291476206937926011089785274 - 2.448312601260621193390302955459527300021999139299363524695978724016557209703166922804923285787258539e-59j)]
