[(-20230519581856.89140527616431541535296644910277763282893404020946589756473071933737698939193808710839 - 8.147508903582435279897653617337903973056941740575352615463081341291963295417318729918617095000838903e-67j)    (-474765021901282.4390792391799962707428180029870170486401392609310855958572616445521018726670090622864 - 2.3818713700470636036470639989404840847813392729160973196991379654571843935290849839837829038232707e-62j)  (-292215520659525.1306673193879668274177268253644558902938964919895075697407851499214317500606983466196 - 1.465921145059026580963909297947859830920874526288612210280326975563848426761592737997546357115114242e-62j)]
[(-130054420804.3108937563187268278128793283767303340409215969253489890607539178796400124635682963167572 - 3.394199359419177065617779215653336439914972358475429404041450775393097793639134227041041610026593525e-69j)   (-1732330037052.78965397973422198658584075757446627115288454770620301582415386124921246389788981709239 - 9.751712633698506754612839641022129067698009847835647439226386284435702124839934257942698246179742283e-65j)  (-1410292246703.496269946162989088771425620692429262322332007761684262905116887501949202750809423534091 - 6.004194026870237010236748711020651993664764477798444137375324327785995520734997415321833297299487161e-65j)]
[ (137365602680.2937457205170137741864605281674974711139773497613138129826530695557317371249266649112137 - 6.394086645210295640123467869007788654705747057433926699918194335531739900259407401247740828231890111e-70j)  (-1367535602327.845661792724296071035853275961370405136560959568910118307492138001716292954655094265584 - 2.226914163852985464207739500084457895393598097341627153061109509318713222447449172359834516631673879e-65j)   (-47823680677.1476415964983901597017122010438082048791606482967828116827669799093787196918189338149899 - 1.364537203644479861838051198188783048513554146693315131120575349449579365240180660885671448166394474e-65j)]
